"","MetDate","Year.x","ID2","ID3","channel","repF","tempF","MeanPre2wksTemp","N_tr_uM","P_tr_uM","N_uM","P_uM","NPratio","NEP_uM_C_m2h","R_uM_C_m2h","GPP_uM_C_m2h","GPP_uM_CperL","lightL","UpDate","NUp_uM_N_m2_hr","PUp_uM_P_m2_hr","NfixDate","T2_chambtempC","MeanPre2wksTempC_Nfixn","Nfix_uM_N_m2h","Comments","RelBV_allN2fixers","RelBV_allnonN2fixers","RelBV_N2fix_diatoms","RelBV_nonN2fix_diatoms","RelBV_N2fix_Cyanos","RelBV_otheralgalgroups","BV_Nfix_mg","BV_nonNfix_mg","P_uM.stoich","P_uM.areal","perP","Samplewt_g","C_uM.stoich","N_uM.stoich","C_uM.areal","N_uM.areal","CNratio_molar","perC","perN","CPratio_areal","NPratio_areal","CPratio_per","NPratio_per","Pred_N_dem","Pred_P_dem","StartDate","sample_event","N_cat","P_cat","chan","Block","propNfixer","logitNfixer","Year.y","Met_gAFDM_m2","Nup_gAFDM_m2","Pup_gAFDM_m2","Nfix_gAFDM_m2","NEP_impute_uMC_m2h","NEP_is_imputed","ER_impute_uMC_m2h","ER_is_imputed","GPP_impute_uMC_m2h","GPP_is_imputed"
"11","7/27/2016",2016,"Metab1_2016_C19","2016_C19","C19",NA,"D",20.96240086,0,1.61,0.11,1.97,0.06,9882.8125,4629.108997,14511.9215,0.179230452,80967.94583,NA,NA,NA,"7/26/2016",26.1,20.86,254.6428571,"",100,0,1.46,0,98.54,0,35.4,0,0.02,472,0.07,9e-04,18.85416667,1.562142857,444958.3333,36866.57143,12.06942539,32.32142857,3.124285714,942.7083333,78.10714286,"461.7346939","44.63265306",1202.370538,15.39386148,2016-06-03,"D1","AmbN","MedP",19,2,1,6.90875477931522,2016,NA,NA,NA,15.2,9882.8125,FALSE,4629.108997,FALSE,14511.921497,"FALSE"
"12","7/27/2016",2016,"Metab1_2016_C2","2016_C2","C2",NA,"B",13.44511935,0,0,0.11,0.36,0.31,1905.882353,608.3044983,2514.186851,0.025344447,99200.7,NA,NA,NA,"7/25/2016",15,12.56,71.42857143,"",100,0,0.39,0,99.61,0,18.85,0,0.07,291.2,0.15,0.0015,23.9,2.340714286,99424,9737.371429,10.21055844,28.68,3.277,341.4285714,33.43877551,"191.2","21.84666667",246.2340201,7.363727179,2016-06-03,"D1","AmbN","AmbP",2,1,1,6.90875477931522,2016,6.0319999999998,6.0319999999998,6.0319999999998,1.6,1905.882353,FALSE,608.3044983,FALSE,2514.1868513,"FALSE"
"13","7/27/2016",2016,"Metab1_2016_C20","2016_C20","C20",NA,"C",17.15484516,0,0,0.11,0.36,0.31,10932.90441,2231.83391,13164.73832,0.162132155,81197.57833,NA,NA,NA,"7/26/2016",23.5,17.03,150,"",99.55,0.45,1.2,0.45,98.35,0,38.32675,0.17325,0.01,280,0.04,7e-04,18.42333333,1.298571429,515853.3333,36360,14.18738541,27.635,2.2725,1842.333333,129.8571429,"690.875","56.8125",927.9185661,7.145687528,2016-06-03,"D1","AmbN","AmbP",20,2,0.9955,5.19950104741441,2016,11.6666666666666,11.6666666666666,11.6666666666666,24.8,10932.90441,FALSE,2231.83391,FALSE,13164.73832,"FALSE"
"14","7/27/2016",2016,"Metab1_2016_C21","2016_C21","C21",NA,"E",25.2363148,0,6.45,0.11,6.81,0.02,6043.198529,5427.119377,11470.31791,0.141264286,81197.57833,NA,NA,NA,"7/26/2016",29.4,25.12,298.8571429,"",85.39,14.61,18.66,3.47,66.74,11.14,53.240665,9.109335,0.06,1548,0.3,6e-04,24.105,1.939285714,621909,50033.57143,12.42983425,41.32285714,3.878571429,401.75,32.32142857,"137.7428571","12.92857143",922.8053787,28.55088465,2016-06-03,"D1","AmbN","HighP",21,2,0.8539,1.7598718754248,2016,24.9400000000011,24.9400000000011,24.9400000000011,46.4,6043.198529,FALSE,5427.119377,FALSE,11470.317906,"FALSE"
"15","7/27/2016",2016,"Metab1_2016_C22","2016_C22","C22",NA,"A",10.63156024,0,4.84,0.11,5.2,0.02,733.3333336,564.7058821,1298.039216,0.015760353,82361.0489,NA,NA,NA,"7/26/2016",19.6,10.49,42.14285714,"",100,0,0,0,100,0,9.535714286,0,0,0,0.01,4e-04,14.28333333,0.877857143,101697.3333,6250.342857,16.27068077,21.425,1.53625,Inf,Inf,"2142.5","153.625",79.77780611,0,2016-06-03,"D1","AmbN","HighP",22,2,1,6.90875477931522,2016,3.05142857142869,3.05142857142869,3.05142857142869,4.8,733.3333336,FALSE,564.7058821,FALSE,1298.0392157,"FALSE"
"16","7/27/2016",2016,"Metab1_2016_C23","2016_C23","C23",NA,"D",20.96240086,0,3.23,0.11,3.59,0.03,7853.860294,4486.375433,12340.23573,0.143266805,86134.64708,NA,NA,NA,"7/26/2016",26.4,20.86,171.3571429,"",96.8,3.2,65.98,3.2,30.83,0,25.41,0.84,0.02,500,0.06,0.001,25.26083333,2.316428571,631520.8333,57910.71429,10.9050776,37.89125,4.05375,1263.041667,115.8214286,"631.5208333","67.5625",1131.604577,9.770252283,2016-06-03,"D1","AmbN","HighP",23,2,0.968,3.37975705042429,2016,10.5,10.5,10.5,27.2,7853.860294,FALSE,4486.375433,FALSE,12340.235727,"FALSE"
"17","7/27/2016",2016,"Metab1_2016_C24","2016_C24","C24",NA,"D",20.96240086,0,0,0.11,0.36,0.31,16277.57353,12790.8737,29068.44723,0.318419217,91289.86458,NA,NA,NA,"7/26/2016",36.4,20.86,168.3571429,"",89.33,10.67,14.67,10.67,74.67,0,46.89825,5.60175,0.01,250,0.06,7e-04,28.18916667,2.141428571,704729.1667,53535.71429,13.16372026,112.7566667,9.993333333,2818.916667,214.1428571,"1879.277778","166.5555556",2208.224321,10.31192145,2016-06-03,"D1","AmbN","AmbP",24,2,0.8933,2.11669170518979,2016,15.3571428571422,15.3571428571422,15.3571428571422,38.8,16277.57353,FALSE,12790.8737,FALSE,29068.44723,"FALSE"
"18","7/27/2016",2016,"Metab1_2016_C25","2016_C25","C25",NA,"C",17.15484516,0,4.84,0.11,5.2,0.02,7863.051471,3146.626298,11009.67777,0.115460694,95354.33542,NA,NA,NA,"7/26/2016",23.3,17.03,142.4285714,"",100,0,1.31,0,98.69,0,23.56,0,0.1,1216,0.4,8e-04,25.48083333,2.352142857,309846.9333,28602.05714,10.83302966,38.22125,4.11625,254.8083333,23.52142857,"95.553125","10.290625",1016.306436,43.2076833,2016-06-03,"D1","AmbN","HighP",25,2,1,6.90875477931522,2016,9.42400000000031,9.42400000000031,9.42400000000031,14.8,7863.051471,FALSE,3146.626298,FALSE,11009.677769,"FALSE"
"19","7/27/2016",2016,"Metab1_2016_C26","2016_C26","C26",NA,"A",10.63156024,0,3.23,0.11,3.59,0.03,555.8823529,316.6566904,872.5390434,0.009147187,95388.78167,NA,NA,NA,"7/26/2016",18.5,10.49,19.92857143,"",100,0,72.73,0,27.27,0,4.401666667,0,0.07,155.68,0.19,0.0011,26.9625,2.167857143,59964.6,4821.314286,12.43739703,24.88846154,2.334615385,385.1785714,30.96938776,"130.9919028","12.28744939",70.15447372,2.265284489,2016-06-03,"D1","AmbN","HighP",26,2,1,6.90875477931522,2016,1.40853333333334,1.40853333333334,1.40853333333334,8.4,555.8823529,FALSE,316.6566904,FALSE,872.5390433,"FALSE"
"20","7/27/2016",2016,"Metab1_2016_C27","2016_C27","C27",NA,"E",25.2363148,0,4.84,0.11,5.2,0.02,2748.161765,11074.82699,13822.98875,0.151209454,91416.1675,NA,NA,NA,"7/26/2016",30.7,25.12,902.7857143,"",79.54,20.46,8.38,1.66,71.16,18.79,154.62576,39.77424,0.28,7840,0.54,0.0016,53.41208333,5.493571429,NA,NA,9.828292935,NA,NA,NA,NA,NA,NA,1406.448591,NA,2016-06-03,"D1","AmbN","HighP",27,2,0.7954,1.35416903860903,2016,77.760000000001,77.760000000001,77.760000000001,58.8,2748.161765,FALSE,11074.82699,FALSE,13822.988755,"FALSE"
"21","7/27/2016",2016,"Metab1_2016_C28","2016_C28","C28",NA,"B",13.44511935,0,3.23,0.11,3.59,0.03,4130.882353,1422.145329,5553.027682,0.063312939,87707.62792,NA,NA,NA,"7/26/2016",21.8,13.29,329.2857143,"",100,0,2.42,0,97.58,0,19.98,0,0.15,710.4,0.39,0.0012,61.405,7.090714286,193876.0533,22387.74857,8.659917397,40.93666667,5.515,272.9111111,31.51428571,"104.965812","14.14102564",641.2333313,20.34738585,2016-06-03,"D1","AmbN","HighP",28,2,1,6.90875477931522,2016,6.39360000000035,6.39360000000035,6.39360000000035,17.2,4130.882353,FALSE,1422.145329,FALSE,5553.027682,"FALSE"
"22","7/27/2016",2016,"Metab1_2016_C29","2016_C29","C29",NA,"D",20.96240086,0,0.81,0.11,1.17,0.09,28327.20588,5300.605536,33627.81142,0.393663184,85422.8,NA,NA,NA,"7/26/2016",27.4,20.86,209.6428571,"",96.11,3.89,10.51,1.36,85.6,2.53,42.048125,1.701875,0.05,1400,0.13,0.0012,28.39833333,2.387142857,795153.3333,66840,11.89636944,37.86444444,3.713333333,567.9666667,47.74285714,"291.2649573","28.56410256",2826.72891,59.20736795,2016-06-03,"D1","AmbN","MedP",29,2,0.9611,3.1827420714714,2016,13.4999999999991,13.4999999999991,13.4999999999991,24,28327.20588,FALSE,5300.605536,FALSE,33627.811416,"FALSE"
"23","7/27/2016",2016,"Metab1_2016_C3","2016_C3","C3",NA,"B",13.44511935,0,4.84,0.11,5.2,0.02,1991.176471,1019.377163,3010.553633,0.030348109,99200.7,NA,NA,NA,"7/25/2016",15.1,12.56,145.9285714,"",100,0,0,0,100,0,10.22,0,0.21,490.56,0.41,0.0016,36.22916667,4.092142857,84631.33333,9559.245714,8.853348461,25.57352941,3.37,172.5198413,19.48639456,"62.37446198","8.219512195",340.0468926,17.45047764,2016-06-03,"D1","AmbN","HighP",3,1,1,6.90875477931522,2016,3.27040000000016,3.27040000000016,3.27040000000016,6.4,1991.176471,FALSE,1019.377163,FALSE,3010.553634,"FALSE"
"24","7/27/2016",2016,"Metab1_2016_C30","2016_C30","C30",NA,"D",20.96240086,0,6.45,0.11,6.81,0.02,9122.023815,5147.058824,14269.08264,0.176397984,80891.41556,NA,NA,NA,"7/26/2016",27.4,20.86,225.5,"",99.36,0.64,10.76,0.64,88.6,0,36.225,0.233333333,0.02,500,0.08,8e-04,27.3175,2.632857143,682937.5,65821.42857,10.37561042,54.635,6.143333333,1365.875,131.6428571,"682.9375","76.79166667",1375.252353,10.4468437,2016-06-03,"D1","AmbN","HighP",30,2,0.9936,4.90086064607052,2016,14.5833333333336,14.5833333333336,14.5833333333336,28,9122.023815,FALSE,5147.058824,FALSE,14269.082639,"FALSE"
"25","7/27/2016",2016,"Metab1_2016_C4","2016_C4","C4",NA,"C",17.15484516,0,0.81,0.11,1.17,0.09,12500.00001,3529.411763,16029.41177,0.164427657,97486.10444,NA,NA,NA,"7/25/2016",18.2,16.35,112.3571429,"",98.91,1.09,74.32,1.09,24.59,0,32.54139,0.35861,0.26,1456,0.4,0.002,58.25666667,6.740714286,326237.3333,37748,8.642506446,41.12235294,5.551176471,224.0641026,25.92582418,"102.8058824","13.87794118",1854.717942,71.53940138,2016-06-03,"D1","AmbN","MedP",4,1,0.9891,4.42126754801098,2016,13.1600000000004,13.1600000000004,13.1600000000004,7.2,12500.00001,FALSE,3529.411763,FALSE,16029.411773,"FALSE"
"26","7/27/2016",2016,"Metab1_2016_C5","2016_C5","C5",NA,"C",17.15484516,0,1.61,0.11,1.97,0.06,9553.571426,8531.574394,18085.14582,0.182579141,99053.73467,NA,NA,NA,"7/25/2016",17.9,16.35,140.4285714,"",100,0,16.5,0,83.5,0,62.22,0,0.32,3123.2,0.42,0.0023,43.3,5.015714286,422608,48953.37143,8.632868129,37.11428571,5.015714286,135.3125,15.67410714,"88.36734694","11.94217687",2094.917419,133.6546573,2016-06-03,"D1","AmbN","MedP",5,1,1,6.90875477931522,2016,24.8880000000005,24.8880000000005,24.8880000000005,17.2,9553.571426,FALSE,8531.574394,FALSE,18085.14582,"FALSE"
"27","7/27/2016",2016,"Metab1_2016_C6","2016_C6","C6",NA,"E",25.2363148,0,0,0.11,0.36,0.31,15565.25735,17802.76817,33368.02552,0.338563263,98557.72667,NA,NA,NA,"7/25/2016",24.5,23.92,340.0714286,"",94.79,5.21,39.59,1.64,55.21,3.56,152.118992,8.361008,0.22,4787.2,0.32,0.0022,63.36916667,7.277142857,1378913.067,158350.6286,8.707973433,36.21095238,4.851428571,288.0416667,33.07792208,"113.1592262","15.16071429",3831.893353,115.8444398,2016-06-03,"D1","AmbN","AmbP",6,1,0.9479,2.88312649073182,2016,64.1920000000002,64.1920000000002,64.1920000000002,31.6,15565.25735,FALSE,17802.76817,FALSE,33368.02552,"FALSE"
"28","7/27/2016",2016,"Metab1_2016_C7","2016_C7","C7",NA,"A",10.63156024,0,6.45,0.11,6.81,0.02,138.2352941,523.183391,661.4186851,0.006737665,98167.35,NA,NA,NA,"7/25/2016",12.7,9.68,38.5,"",100,0,0,0,100,0,6.16,0,0.1,179.2,0.17,0.0019,43.83083333,4.989285714,78544.85333,8940.8,8.784991649,25.04619048,3.326190476,438.3083333,49.89285714,"147.3305322","19.56582633",75.28962025,1.509026032,2016-06-03,"D1","AmbN","HighP",7,1,1,6.90875477931522,2016,1.97119999999998,1.97119999999998,1.97119999999998,1.6,138.2352941,FALSE,523.183391,FALSE,661.4186851,"FALSE"
"29","7/27/2016",2016,"Metab1_2016_C8","2016_C8","C8",NA,"A",10.63156024,0,0,0.11,0.36,0.31,76.47058824,519.0311419,595.5017301,0.006132174,97111.03667,NA,NA,NA,"7/25/2016",12.4,9.68,49.71428571,"",96.72,3.28,9.84,3.28,86.89,0,2.640456,0.089544,0,0,0.02,7e-04,28.11583333,1.768571429,37787.68,2376.96,15.8974825,25.95307692,1.904615385,Inf,Inf,"1297.653846","95.23076923",37.45886999,0,2016-06-03,"D1","AmbN","AmbP",8,1,0.9672,3.35497787501662,2016,0.873600000000053,0.873600000000053,0.873600000000053,2.8,76.47058824,FALSE,519.0311419,FALSE,595.50173014,"FALSE"
"30","7/27/2016",2016,"Metab1_2016_C9","2016_C9","C9",NA,"D",20.96240086,0,4.84,0.11,5.2,0.02,14786.30515,4830.233564,19616.53871,0.203444354,96422.13375,NA,NA,NA,"7/25/2016",21.8,20.04,198.0714286,"",97.84,2.16,22.5,0.47,75.34,1.69,48.509072,1.070928,0.15,1608,0.37,0.0013,40.92666667,4.655,438733.8667,49901.6,8.79197995,49.112,6.517,272.8444444,31.03333333,"132.7351351","17.61351351",2231.18556,71.89641978,2016-06-03,"D1","AmbN","HighP",9,1,0.9784,3.76899023298998,2016,19.8320000000002,19.8320000000002,19.8320000000002,8.4,14786.30515,FALSE,4830.233564,FALSE,19616.538714,"FALSE"
"31","8/2/2016",2016,"Metab2_2016_C1","2016_C1","C1",NA,"A",11.01066367,0,1.61,0.11,1.97,0.06,619.1176471,774.3944637,1393.512111,0.01980574,70359.00167,NA,NA,NA,"7/30/2016",16.8,11.12,78.78571429,"",96.67,3.33,0,3.33,96.67,0,4.25348,0.14652,0,0,-0.01,-0.001,26.04,2.458571429,45830.4,4327.085714,10.59151656,14.20363636,1.564545455,Inf,Inf,"-1420.363636","-156.4545455",131.5687043,0,2016-06-03,"D2","AmbN","MedP",1,1,0.9667,3.339776767715,2016,2.01142857142861,2.01142857142861,2.01142857142861,4,619.1176471,FALSE,774.3944637,FALSE,1393.5121108,"FALSE"
"32","8/2/2016",2016,"Metab2_2016_C10","2016_C10","C10",NA,"E",25.44947561,0,1.61,0.11,1.97,0.06,16232.82968,8440.743945,24673.57362,0.56551983,43629.9,NA,NA,NA,"8/1/2016",23.5,25.51,331.7857143,"Redo, but not replacing 1st sampling",91.27,8.73,35.86,0,55.42,8.73,72.1033,6.8967,0.66,13200,0.48,0.0043,108.2725,13.37214286,1082725,133721.4286,8.096869825,31.6895122,4.566097561,82.02462121,10.13041126,"66.01981707","9.512703252",3047.297802,300.8069194,2016-06-03,"D2","AmbN","MedP",10,1,0.9127,2.33676218239466,2016,31.6000000000001,31.6000000000001,31.6000000000001,35.2,16232.82968,FALSE,8440.743945,FALSE,24673.573625,"FALSE"
"33","8/2/2016",2016,"Metab2_2016_C11","2016_C11","C11",NA,"B",13.83630935,0,6.45,0.11,6.81,0.02,2504.411765,1060.899654,3565.311419,0.087768577,40621.73,NA,NA,NA,"7/30/2016",18.7,13.91,198.0714286,"",100,0,1.11,0,98.89,0,20.64,0,0.07,358.4,0.08,0.0025,43.64083333,4.767857143,111720.5333,12205.71429,9.153133583,19.39592593,2.472222222,311.7202381,34.05612245,"242.4490741","30.90277778",389.5181236,11.43753592,2016-06-03,"D2","AmbN","HighP",11,1,1,6.90875477931522,2016,6.60479999999995,6.60479999999995,6.60479999999995,8.4,2504.411765,FALSE,1060.899654,FALSE,3565.311419,"FALSE"
"34","8/2/2016",2016,"Metab2_2016_C12","2016_C12","C12",NA,"C",17.26234222,0,3.23,0.11,3.59,0.03,4857.536765,2997.404844,7854.941609,0.225712962,34800.57833,NA,NA,NA,"7/30/2016",21.6,17.47,150.2857143,"",100,0,71.88,0,28.13,0,16.875,0,0.12,800,0.12,0.0031,37.01,3.67,246733.3333,24466.66667,10.08446866,29.608,3.425333333,308.4166667,30.58333333,"246.7333333","28.54444444",778.9147718,25.46860289,2016-06-03,"D2","AmbN","HighP",12,1,1,6.90875477931522,2016,6.74999999999981,6.74999999999981,6.74999999999981,9.6,4857.536765,FALSE,2997.404844,FALSE,7854.941609,"FALSE"
"35","8/2/2016",2016,"Metab2_2016_C13","2016_C13","C13",NA,"E",25.44947561,0,3.23,0.11,3.59,0.03,10748.10606,4742.647059,15490.75312,0.401066173,38623.93333,NA,NA,NA,"7/30/2016",27.6,25.44,356,"",98.13,1.87,2.94,0,95.19,1.87,48.47622,0.92378,0.32,3328,0.34,0.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-03,"D2","AmbN","HighP",13,1,0.9813,3.90927812493688,2016,19.7600000000001,19.7600000000001,19.7600000000001,39.2,10748.10606,FALSE,4742.647059,FALSE,15490.753119,"FALSE"
"36","8/2/2016",2016,"Metab2_2016_C14","2016_C14","C14",NA,"C",17.26234222,0,6.45,0.11,6.81,0.02,4287.683824,3036.33218,7324.016003,0.247245868,29622.4,NA,NA,NA,"7/30/2016",21.9,17.47,220.7142857,"",100,0,53.45,0,46.55,0,11.475,0,0.07,476,0.16,0.0014,57.78416667,5.856428571,196466.1667,19911.85714,9.866792698,24.76464286,2.928214286,412.7440476,41.83163265,"154.7790179","18.30133929",742.2894377,17.74469201,2016-06-03,"D2","AmbN","HighP",14,1,1,6.90875477931522,2016,4.58999999999987,4.58999999999987,4.58999999999987,11.2,4287.683824,FALSE,3036.33218,FALSE,7324.016004,"FALSE"
"37","8/2/2016",2016,"Metab2_2016_C15","2016_C15","C15",NA,"A",11.01066367,0,0.81,0.11,1.17,0.09,617.6470588,1085.813149,1703.460208,0.057505813,29622.4,NA,NA,NA,"7/30/2016",15.5,11.12,35.07142857,"",60.19,39.81,21.36,39.81,38.83,0,2.808866667,1.8578,0.01,29.87,0.03,9e-04,34.31916667,3.24,61499.94667,5806.08,10.59233539,17.90565217,1.972173913,2058.92021,194.378306,"596.8550725","65.73913043",160.8200784,0.827356106,2016-06-03,"D2","AmbN","MedP",15,1,0.6019,0.412539333440672,2016,3.66933333333316,3.66933333333316,3.66933333333316,1.6,617.6470588,FALSE,1085.813149,FALSE,1703.4602078,"FALSE"
